category,job_title,Text,experience_years,skills,education
DevOps Engineers Resumes,AWS Engineer,"Principal/Leadership AWS Engineer with 8.2+ years of experience in DevOps Engineers.. Proven expertise in Azure, Grafana, Ansible, Nginx, Helm, GCP and ELK Stack.. Educated with Bachelor's in Information Technology from Stanford.. Previously worked at Oracle where I architected high-availability solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Directed technology roadmap for 5 product portfolios. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Ansible.",8.2,"Docker, Kubernetes, Grafana, Bash, ELK Stack, Prometheus, Linux, GCP",Self-taught
DevOps Engineers Resumes,DevOps Engineer,"Principal/Leadership DevOps Engineer with 9.5+ years of experience in DevOps Engineers.. Proven expertise in Bash, Linux, Kubernetes and Docker.. Educated with Master's in Artificial Intelligence from Cambridge.. Previously worked at PwC where I managed customer-facing solutions.. Directed technology roadmap for 5 product portfolios. Established engineering culture and processes across global teams. Drove 59% revenue growth through technical innovation. Built and managed 23 person engineering organization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Bash.",9.5,"Bash, Docker, Jenkins, Python, Terraform, Ansible, AWS",Bachelor's in Information Technology
DevOps Engineers Resumes,Site Reliability Engineer,"Principal/Leadership Site Reliability Engineer with 8.4+ years of experience in DevOps Engineers.. Proven expertise in Terraform, GCP, Prometheus, Nginx, Bash, Kubernetes and Grafana.. Educated with MBA from MIT.. Previously worked at Wells Fargo where I implemented enterprise-level solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Drove 32% revenue growth through technical innovation. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Prometheus.",8.4,"Terraform, Bash, Azure, Prometheus, Helm, AWS",Bachelor's in Mathematics
Frontend Developers Resumes,UI/UX Developer,"Principal/Leadership UI/UX Developer with 8.4+ years of experience in Frontend Developers.. Proven expertise in GraphQL, Responsive Design, REST APIs, Vue.js, TypeScript and Storybook.. Educated with Master's in Computer Science from Carnegie Mellon.. Previously worked at Intel where I architected enterprise-level solutions.. Built and managed 23 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Drove 48% revenue growth through technical innovation. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Storybook.",8.4,"Angular, Redux, Responsive Design, Vue.js, Storybook, JavaScript, Webpack",Master's in Artificial Intelligence
Frontend Developers Resumes,Frontend Developer,"Junior To Mid-Level Frontend Developer with 2.8+ years of experience in Frontend Developers.. Proven expertise in Vue.js, CSS3, Webpack, TypeScript and HTML5.. Educated with PhD in Computer Science from Carnegie Mellon.. Previously worked at Dell where I developed enterprise-level solutions.. Successfully delivered 12 projects using CSS3 and Vue.js. Collaborated with cross-functional teams on 3 major initiatives. Implemented automated testing resulting in 44% reduction in bugs. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in CSS3.",2.8,"HTML5, Webpack, Responsive Design, Cypress, REST APIs, Storybook, Vue.js, CSS3",Bachelor's in Computer Science
Frontend Developers Resumes,React Developer,"Principal/Leadership React Developer with 16.1+ years of experience in Frontend Developers.. Proven expertise in Vue.js, Angular, UI/UX, Storybook and Responsive Design.. Educated with Bachelor's in Computer Science from Cambridge.. Previously worked at Intel where I developed high-availability solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Directed technology roadmap for 4 product portfolios. Drove 35% revenue growth through technical innovation. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in UI/UX.",16.1,"Jest, UI/UX, Angular, Sass, Redux, GraphQL",Self-taught
DevOps Engineers Resumes,DevOps Engineer,"Principal/Leadership DevOps Engineer with 9.0+ years of experience in DevOps Engineers.. Proven expertise in CI/CD, GCP, Kubernetes and Nginx.. Educated with Master's in Computer Science from Harvard.. Previously worked at Atlassian where I managed mission-critical solutions.. Directed technology roadmap for 6 product portfolios. Built and managed 21 person engineering organization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Kubernetes.",9.0,"Ansible, Azure, CI/CD, GCP, AWS, ELK Stack",Bachelor's in Electrical Engineering
Frontend Developers Resumes,Angular Developer,"Principal/Leadership Angular Developer with 15.0+ years of experience in Frontend Developers.. Proven expertise in Angular, Storybook, Responsive Design and Sass.. Educated with Bachelor's in Mathematics from Oxford.. Previously worked at Citigroup where I led scalable solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Built and managed 31 person engineering organization. Directed technology roadmap for 5 product portfolios. Drove 27% revenue growth through technical innovation. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Sass.",15.0,"Angular, Storybook, TypeScript, CSS3, REST APIs, Responsive Design, UI/UX, Vue.js",Bachelor's in Business Administration
Python Developers/Data Engineers Resumes,Data Engineer,"Principal/Leadership Data Engineer with 9.8+ years of experience in Python Developers/Data Engineers.. Proven expertise in Airflow, PyTorch, PostgreSQL, SQL, Python, AWS and Redis.. Educated with Bachelor's in Mathematics from Georgia Tech.. Previously worked at PwC where I managed mission-critical solutions.. Established engineering culture and processes across global teams. Built and managed 29 person engineering organization. Drove 60% revenue growth through technical innovation. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Airflow.",9.8,"Deep Learning, PyTorch, Kafka, ETL, Python, Spark, AWS",Master's in Data Science
Python Developers/Data Engineers Resumes,Data Scientist,"Mid-Level Data Scientist with 5.7+ years of experience in Python Developers/Data Engineers.. Proven expertise in Kafka, PyTorch, MongoDB, SQL, Data Pipelines and Airflow.. Educated with Bachelor's in Information Technology from UC Berkeley.. Previously worked at Accenture where I implemented high-availability solutions.. Managed technical debt reduction initiatives saving 154 developer hours monthly. Led development of 3 high-impact features serving 61765+ users. Architected scalable solutions using Airflow and Kafka. Mentored 2 junior developers and conducted code reviews. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Airflow.",5.7,"SQL, Redis, Docker, PyTorch, MongoDB, Data Pipelines, Deep Learning, Pandas",Self-taught
DevOps Engineers Resumes,Cloud Engineer,"Mid-Level Cloud Engineer with 5.8+ years of experience in DevOps Engineers.. Proven expertise in CI/CD, Linux, Grafana, AWS, Nginx and Helm.. Educated with Self-taught from Georgia Tech.. Previously worked at Twilio where I developed customer-facing solutions.. Reduced deployment time by 59% through CI/CD pipeline optimization. Architected scalable solutions using Grafana and AWS. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Helm.",5.8,"Helm, Ansible, Grafana, GCP, Nginx",Master's in Information Systems
Security Engineers Resumes,Cybersecurity Analyst,"Junior To Mid-Level Cybersecurity Analyst with 2.5+ years of experience in Security Engineers.. Proven expertise in Security Auditing, AWS Security, Identity Management, CEH, CISSP, Vulnerability Assessment and SOC.. Educated with Bachelor's in Business Administration from University of Michigan.. Previously worked at Apple where I implemented scalable solutions.. Successfully delivered 11 projects using Vulnerability Assessment and Identity Management. Collaborated with cross-functional teams on 6 major initiatives. Implemented automated testing resulting in 30% reduction in bugs. Improved system performance by 19% through optimization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in AWS Security.",2.5,"Vulnerability Assessment, CEH, CISSP, SIEM",Bachelor's in Computer Science
